DEWP,TEMP,PRES,Iws,Ir,year,month,day,hour,cbwd,Is,pm2.5
13,14.0,1011.0,3.58,4,a0,b4,c16,d4,SE,i0,41.0
-13,1.0,1025.0,1.79,0,a1,b2,c15,d3,NW,i0,7.0
18,34.0,999.0,8.94,0,a3,b6,c27,d19,SE,i0,26.0
0,9.0,1019.0,5.81,0,a2,b10,c0,d21,SE,i0,134.0
-26,-13.0,1041.0,8.04,0,a0,b11,c23,d8,NW,i0,21.0
-19,2.0,1033.0,4.92,0,a3,b11,c16,d12,NW,i0,19.0
-9,8.0,1024.0,33.96,0,a0,b2,c12,d16,SE,i0,58.0
-9,2.0,1026.0,0.89,0,a1,b2,c25,d5,cv,i0,76.0
-22,-3.0,1031.0,1.79,0,a4,b2,c5,d5,NE,i0,9.0
14,19.0,1019.0,0.89,0,a0,b5,c2,d7,cv,i0,140.0
-15,-5.0,1020.0,0.89,0,a0,b0,c29,d6,cv,i0,22.0
12,32.0,1009.0,1.79,0,a3,b7,c23,d12,cv,i0,20.0
19,27.0,1009.0,28.61,0,a1,b7,c20,d19,SE,i0,72.0
-14,-2.0,1019.0,9.83,0,a0,b11,c28,d11,NW,i0,56.0
-15,-11.0,1028.0,5.81,0,a1,b0,c3,d4,NW,i0,77.0
0,18.0,1030.0,28.61,0,a1,b9,c2,d10,NW,i0,24.0
-5,8.0,1026.0,0.89,0,a4,b10,c14,d14,cv,i0,167.0
-4,2.0,1026.0,1.79,0,a4,b1,c24,d21,NE,i0,523.0
-19,-5.0,1037.0,9.83,0,a3,b11,c20,d1,NE,i0,28.0
-15,-9.0,1029.0,1.34,0,a1,b0,c2,d22,cv,i0,234.0
23,23.0,997.0,5.37,1,a1,b5,c22,d2,SE,i0,152.0
17,27.0,1006.0,0.89,0,a4,b6,c21,d19,cv,i0,8.0
17,19.0,1014.0,6.7,5,a3,b8,c22,d4,NW,i0,110.0
-14,5.0,1024.0,143.5,0,a0,b3,c11,d21,NW,i0,11.0
12,27.0,1008.0,54.08,0,a4,b4,c29,d22,SE,i0,90.0
18,23.0,997.0,0.45,0,a3,b6,c3,d23,cv,i0,38.0
-3,3.0,1014.0,4.02,0,a3,b2,c18,d10,NW,i0,59.0
-7,-2.0,1020.0,3.58,0,a4,b0,c1,d6,SE,i0,166.0
1,17.0,1010.0,13.86,0,a0,b4,c24,d4,NW,i0,16.0
-15,4.0,1020.0,109.97,0,a1,b2,c6,d21,NW,i0,46.0
-22,-4.0,1026.0,4.02,0,a4,b11,c2,d4,NW,i0,11.0
22,25.0,1005.0,34.43,0,a1,b6,c13,d1,SE,i0,77.0
-3,15.0,1029.0,4.02,0,a1,b10,c1,d11,NW,i0,26.0
16,35.0,995.0,5.81,0,a3,b6,c2,d12,NW,i0,16.0
17,18.0,1005.0,0.89,0,a0,b5,c18,d3,cv,i0,96.0
17,18.0,1010.0,0.45,0,a1,b8,c14,d1,cv,i0,188.0
-13,2.0,1023.0,29.5,0,a3,b2,c3,d4,NW,i0,5.0
-12,-1.0,1031.0,0.89,0,a3,b11,c15,d23,NE,i0,291.0
-12,1.0,1028.0,8.05,0,a2,b11,c20,d13,NW,i0,18.0
23,25.0,1002.0,10.28,0,a1,b6,c19,d15,SE,i0,47.0
2,18.0,1012.0,3.13,0,a3,b8,c14,d3,NE,i0,19.0
-6,8.0,1033.0,3.56,0,a4,b10,c6,d12,cv,i0,60.0
14,31.0,1007.0,0.89,0,a0,b7,c9,d12,cv,i0,40.0
-18,0.0,1021.0,4.02,0,a2,b0,c24,d18,SE,i0,60.0
-9,22.0,1021.0,35.77,0,a2,b2,c26,d12,NW,i0,49.0
16,22.0,1014.0,0.89,0,a3,b8,c21,d17,SE,i0,111.0
10,22.0,1008.0,17.88,0,a3,b5,c0,d22,SE,i0,41.0
7,23.0,1005.0,3.13,0,a0,b4,c2,d16,NE,i0,150.0
-28,-3.0,1030.0,164.07,0,a4,b10,c29,d22,NW,i0,32.0
-11,-3.0,1015.0,4.47,0,a4,b0,c23,d0,NW,i0,301.0
18,20.0,1013.0,2.23,0,a0,b8,c14,d7,cv,i0,298.0
-22,-1.0,1027.0,80.02,0,a4,b11,c3,d18,NW,i0,10.0
-4,15.0,1025.0,11.17,0,a2,b9,c27,d15,SE,i0,27.0
-7,25.0,1005.0,45.58,0,a2,b4,c13,d18,NW,i0,15.0
-13,13.0,1027.0,20.56,0,a3,b10,c8,d19,NW,i0,6.0
-18,5.0,1031.0,12.07,0,a4,b0,c17,d16,SE,i0,89.0
18,22.0,1002.0,0.89,0,a4,b6,c13,d2,NW,i0,44.0
-11,-1.0,1032.0,78.24,0,a4,b1,c12,d18,SE,i0,220.0
1,10.0,1014.0,43.81,0,a2,b3,c28,d2,SE,i0,195.0
24,31.0,1001.0,16.1,0,a2,b6,c6,d14,SE,i0,110.0
-13,-9.0,1032.0,1.78,0,a3,b0,c17,d3,cv,i0,193.0
1,23.0,1014.0,51.84,0,a3,b4,c3,d19,SE,i0,65.0
16,25.0,1004.0,1.79,0,a3,b7,c16,d22,NE,i0,17.0
-5,6.0,1033.0,3.58,0,a3,b9,c13,d23,NW,i0,21.0
17,35.0,1001.0,14.75,0,a4,b6,c20,d15,NW,i0,15.0
1,8.0,1023.0,1.78,0,a3,b9,c19,d23,cv,i0,57.0
-13,-7.0,1028.0,0.89,0,a0,b1,c13,d0,NE,i0,351.0
24,26.0,1004.0,42.9,0,a1,b6,c27,d2,SE,i0,171.0
19,29.0,1009.0,23.69,0,a2,b7,c25,d16,SE,i0,145.0
18,27.0,1009.0,20.57,0,a4,b8,c5,d19,SE,i0,110.0
7,25.0,1016.0,3.58,0,a2,b9,c0,d13,SE,i0,32.0
0,21.0,1013.0,11.17,0,a4,b2,c30,d17,NW,i0,72.0
13,25.0,1006.0,51.41,0,a4,b4,c17,d23,SE,i0,99.0
3,21.0,1013.0,41.58,0,a4,b4,c8,d17,SE,i0,48.0
1,11.0,1025.0,25.47,0,a2,b9,c27,d19,SE,i0,57.0
-23,1.0,1021.0,13.85,0,a2,b1,c18,d19,SE,i0,41.0
-14,18.0,1010.0,36.66,0,a2,b3,c2,d19,NW,i0,18.0
-3,-1.0,1025.0,11.18,0,a3,b1,c24,d18,NW,i0,153.0
10,28.0,1011.0,1.79,0,a3,b4,c24,d11,SE,i0,53.0
8,19.0,1007.0,23.26,0,a1,b3,c19,d20,SE,i0,156.0
12,13.0,1018.0,2.67,0,a0,b9,c22,d21,cv,i0,275.0
6,7.0,1020.0,0.89,0,a2,b10,c2,d2,SE,i0,206.0
-8,-7.0,1022.0,7.6,0,a1,b1,c16,d4,NW,i0,315.0
-15,1.0,1023.0,30.4,0,a4,b11,c18,d8,NW,i0,22.0
3,4.0,1018.0,4.01,0,a2,b9,c22,d4,cv,i0,87.0
12,18.0,1018.0,4.92,0,a1,b9,c21,d11,NW,i0,285.0
-13,5.0,1012.0,57.67,0,a0,b2,c11,d4,NW,i0,29.0
-13,9.0,1021.0,5.81,0,a1,b10,c11,d23,NW,i0,17.0
-4,2.0,1019.0,5.79,0,a4,b0,c30,d23,cv,i0,180.0
17,20.0,1012.0,0.89,0,a1,b8,c3,d23,cv,i0,48.0
15,23.0,1015.0,1.79,0,a2,b4,c20,d12,SE,i0,137.0
16,19.0,1010.0,22.36,0,a3,b5,c10,d0,SE,i0,40.0
-10,18.0,1014.0,124.28,0,a1,b4,c1,d23,NW,i0,14.0
-4,-1.0,1023.0,254.03,0,a0,b10,c14,d21,NW,i0,124.0
23,23.0,1007.0,2.68,0,a2,b7,c9,d6,NE,i0,89.0
18,23.0,1005.0,0.89,0,a4,b5,c14,d4,cv,i0,153.0
21,23.0,1002.0,8.04,0,a1,b6,c29,d8,NW,i0,27.0
6,11.0,1014.0,39.16,0,a2,b9,c12,d19,cv,i0,13.0
-8,6.0,1021.0,1.79,0,a4,b2,c18,d5,SE,i0,70.0
0,20.0,1012.0,25.03,0,a0,b9,c14,d15,SE,i0,31.0
-11,0.0,1013.0,4.92,0,a0,b11,c7,d3,NW,i0,46.0
-20,-5.0,1027.0,32.18,0,a2,b11,c29,d4,NW,i0,11.0
-10,6.0,1030.0,11.63,0,a1,b1,c24,d16,SE,i0,53.0
15,22.0,1012.0,8.05,0,a4,b5,c10,d8,NE,i0,59.0
15,29.0,1012.0,6.71,0,a2,b4,c27,d12,SE,i0,143.0
8,18.0,1019.0,4.02,0,a4,b8,c15,d8,NW,i0,15.0
17,19.0,1011.0,8.94,0,a4,b8,c25,d20,NW,i0,219.0
13,18.0,1014.0,1.79,0,a0,b8,c17,d15,SE,i0,6.0
15,22.0,1003.0,0.89,0,a1,b5,c10,d18,cv,i0,39.0
-25,-7.0,1038.0,149.3,0,a1,b0,c13,d20,NW,i0,13.0
13,25.0,1015.0,3.13,0,a3,b8,c5,d14,SE,i0,74.0
20,22.0,1009.0,3.58,0,a0,b7,c28,d4,SE,i0,157.0
13,21.0,1008.0,0.89,0,a4,b5,c8,d23,cv,i0,49.0
5,11.0,1016.0,0.45,0,a4,b3,c28,d5,cv,i0,91.0
15,17.0,1011.0,0.89,0,a0,b8,c11,d6,NE,i0,69.0
6,27.0,1013.0,17.44,0,a2,b4,c8,d14,SE,i0,75.0
-10,9.0,1027.0,1.79,0,a1,b2,c25,d10,cv,i0,157.0
-16,-1.0,1030.0,91.65,0,a1,b1,c10,d16,NW,i0,12.0
14,19.0,1016.0,0.89,1,a3,b8,c21,d2,cv,i0,38.0
6,40.0,998.0,12.07,0,a0,b6,c4,d14,NW,i0,8.0
-7,3.0,1019.0,1.79,0,a4,b0,c30,d13,NW,i0,81.0
-23,10.0,1017.0,13.86,0,a4,b0,c23,d16,NE,i0,47.0
-17,13.0,1024.0,0.45,0,a0,b3,c5,d19,cv,i0,17.0
11,15.0,1017.0,1.78,0,a4,b8,c27,d3,cv,i0,66.0
3,7.0,1016.0,0.89,0,a0,b10,c18,d10,cv,i0,559.0
11,13.0,1017.0,0.89,0,a0,b9,c3,d22,SE,i0,41.0
7,17.0,1022.0,3.58,0,a3,b9,c6,d20,NW,i0,50.0
18,22.0,1002.0,0.89,0,a2,b5,c18,d7,cv,i0,132.0
-2,0.0,1022.0,0.89,0,a1,b11,c12,d17,cv,i0,238.0
-12,3.0,1015.0,5.81,0,a1,b1,c7,d10,NE,i0,109.0
14,21.0,1000.0,6.26,0,a2,b6,c1,d5,NW,i0,38.0
-24,-5.0,1035.0,16.09,0,a2,b1,c0,d16,NE,i0,16.0
-16,-1.0,1033.0,8.5,0,a3,b11,c20,d19,SE,i0,158.0
-4,13.0,1020.0,0.89,0,a4,b3,c10,d7,cv,i0,76.0
-6,-2.0,1024.0,0.89,0,a4,b0,c5,d19,NE,i0,167.0
21,28.0,1003.0,4.92,0,a1,b6,c18,d12,NW,i0,66.0
-1,9.0,1006.0,46.05,0,a3,b2,c7,d18,SE,i0,87.0
13,22.0,1007.0,17.43,0,a4,b5,c8,d21,NE,i0,22.0
10,13.0,1022.0,5.36,0,a3,b9,c13,d6,NW,i0,80.0
16,32.0,1000.0,19.22,0,a1,b5,c8,d17,SE,i0,67.0
24,25.0,1003.0,6.71,0,a1,b6,c0,d13,SE,i0,77.0
-1,2.0,1012.0,28.17,0,a4,b1,c0,d23,SE,i0,144.0
9,28.0,1008.0,8.04,0,a4,b3,c29,d14,SE,i0,86.0
21,23.0,1002.0,5.34,0,a3,b6,c18,d6,cv,i0,165.0
1,17.0,1016.0,40.24,0,a2,b9,c15,d13,NW,i0,25.0
22,25.0,1008.0,1.78,0,a0,b6,c13,d23,SE,i0,161.0
0,0.0,1028.0,33.98,0,a2,b2,c1,d9,SE,i6,121.0
25,27.0,1001.0,7.15,4,a2,b6,c20,d14,NE,i0,299.0
20,28.0,998.0,1.79,0,a1,b6,c4,d16,NE,i0,141.0
-5,-5.0,1033.0,1.79,0,a2,b0,c9,d10,NW,i0,484.0
-6,17.0,1008.0,73.73,0,a2,b4,c14,d0,NW,i0,43.0
22,23.0,1004.0,3.56,0,a3,b6,c8,d22,cv,i0,55.0
-4,1.0,1019.0,1.34,0,a0,b0,c18,d13,cv,i0,310.0
-14,5.0,1019.0,1.79,0,a4,b11,c29,d17,NE,i0,63.0
15,20.0,1013.0,20.12,0,a0,b5,c9,d20,SE,i0,53.0
-11,15.0,1012.0,355.86,0,a0,b3,c27,d15,NW,i0,11.0
19,24.0,1006.0,5.37,0,a1,b6,c9,d3,SE,i0,62.0
10,23.0,1003.0,1.79,0,a0,b4,c6,d10,cv,i0,87.0
-16,9.0,1015.0,84.94,0,a4,b0,c0,d18,NW,i0,27.0
18,30.0,1004.0,1.79,0,a1,b5,c8,d11,SE,i0,152.0
6,28.0,1015.0,1.79,0,a3,b8,c6,d16,SE,i0,26.0
19,29.0,1006.0,7.15,0,a2,b6,c14,d10,NW,i0,31.0
-19,-5.0,1032.0,0.89,0,a0,b1,c11,d20,cv,i0,50.0
-19,15.0,1017.0,70.19,0,a3,b10,c5,d17,NW,i0,13.0
12,32.0,1006.0,12.07,0,a4,b5,c2,d15,SE,i0,36.0
0,0.0,1023.0,1.79,0,a2,b10,c15,d3,NW,i0,159.0
19,31.0,997.0,4.02,0,a3,b6,c2,d9,NW,i0,31.0
22,25.0,998.0,2.68,0,a3,b7,c5,d0,NE,i0,55.0
10,10.0,1010.0,0.45,0,a2,b3,c29,d6,cv,i0,122.0
0,28.0,1002.0,117.99,0,a2,b4,c15,d15,NW,i0,30.0
8,14.0,1022.0,7.6,0,a1,b9,c17,d18,SE,i0,87.0
20,21.0,1015.0,0.89,0,a1,b7,c24,d21,cv,i0,92.0
6,11.0,1014.0,9.79,0,a2,b9,c11,d10,cv,i0,146.0
19,29.0,1002.0,8.94,0,a4,b5,c14,d19,NW,i0,62.0
10,12.0,1007.0,4.92,14,a4,b4,c10,d11,NW,i0,22.0
-32,-1.0,1029.0,54.99,0,a4,b1,c2,d10,NW,i0,4.0
22,26.0,1009.0,12.97,0,a1,b6,c11,d10,SE,i0,126.0
20,27.0,1012.0,3.58,0,a0,b8,c14,d11,SE,i0,440.0
-26,-9.0,1042.0,263.74,0,a1,b0,c14,d9,NW,i0,18.0
21,24.0,1003.0,0.45,0,a4,b6,c23,d2,cv,i0,52.0
-2,1.0,1029.0,0.89,0,a3,b9,c29,d7,cv,i0,37.0
9,20.0,1018.0,1.79,0,a4,b3,c13,d11,SE,i0,274.0
20,24.0,1007.0,4.02,2,a0,b6,c18,d16,SE,i0,78.0
5,17.0,1018.0,0.89,0,a3,b9,c12,d2,cv,i0,48.0
14,16.0,1012.0,0.89,0,a3,b4,c24,d5,cv,i0,74.0
-19,0.0,1029.0,2.68,0,a2,b0,c26,d11,cv,i0,29.0
-22,-7.0,1040.0,152.44,0,a1,b11,c15,d0,NW,i0,15.0
-6,4.0,1017.0,3.58,0,a3,b10,c23,d6,NW,i0,49.0
7,27.0,998.0,1.79,0,a2,b5,c10,d10,SE,i0,31.0
-8,-4.0,1021.0,10.29,0,a4,b0,c3,d20,NW,i0,221.0
-10,24.0,1017.0,192.68,0,a2,b8,c27,d15,NW,i0,0.0
-20,2.0,1023.0,100.13,0,a3,b1,c27,d20,NW,i0,12.0
-13,3.0,1022.0,13.4,0,a3,b2,c2,d9,NW,i0,100.0
10,18.0,1005.0,3.58,0,a2,b4,c5,d7,NE,i0,90.0
-15,-7.0,1038.0,4.92,0,a3,b0,c16,d1,NE,i0,25.0
-1,4.0,1019.0,4.45,0,a2,b9,c30,d21,cv,i0,78.0
-9,-3.0,1029.0,2.68,0,a3,b1,c19,d9,NW,i0,133.0
-16,-5.0,1033.0,1.79,0,a4,b0,c17,d5,NE,i0,23.0
23,29.0,1002.0,1.79,0,a1,b7,c7,d10,NE,i0,98.0
6,22.0,1009.0,3.58,0,a3,b8,c13,d19,NE,i0,32.0
-1,7.0,1025.0,4.02,0,a3,b3,c18,d12,cv,i0,28.0
13,31.0,1001.0,3.13,0,a3,b5,c22,d15,SE,i0,32.0
2,6.0,1025.0,78.67,0,a0,b3,c16,d9,SE,i0,151.0
0,8.0,1011.0,1.78,0,a0,b3,c4,d4,cv,i0,166.0
12,31.0,1008.0,3.58,0,a3,b7,c18,d18,SE,i0,25.0
-7,11.0,1019.0,82.27,0,a2,b10,c6,d21,NW,i0,50.0
3,7.0,1009.0,3.12,0,a2,b3,c12,d6,cv,i0,63.0
2,18.0,1002.0,1.79,0,a1,b4,c4,d19,NE,i0,35.0
8,13.0,1017.0,0.45,0,a1,b8,c19,d22,cv,i0,39.0
-10,-1.0,1030.0,0.89,0,a1,b10,c22,d23,cv,i0,72.0
19,20.0,1003.0,0.89,0,a4,b5,c18,d4,cv,i0,141.0
-4,-1.0,1023.0,300.57,0,a0,b10,c15,d23,NW,i0,227.0
-2,8.0,1018.0,0.89,0,a4,b4,c4,d0,cv,i0,67.0
19,22.0,1004.0,3.13,0,a2,b5,c2,d17,NW,i0,39.0
11,25.0,1017.0,4.92,0,a1,b9,c8,d13,NE,i0,318.0
-19,12.0,1020.0,294.12,0,a2,b2,c29,d16,NW,i0,12.0
2,4.0,1028.0,1.79,0,a1,b10,c6,d1,NW,i0,129.0
17,24.0,1010.0,14.76,0,a4,b7,c23,d22,SE,i0,44.0
-10,2.0,1022.0,1.78,0,a2,b2,c12,d9,cv,i0,156.0
-11,1.0,1028.0,1.79,0,a4,b0,c15,d11,NE,i0,476.0
-17,-7.0,1032.0,168.06,0,a0,b0,c21,d23,NW,i0,48.0
-8,2.0,1007.0,3.13,0,a0,b11,c8,d20,NW,i0,257.0
-23,12.0,1018.0,8.05,0,a4,b2,c12,d15,SE,i0,18.0
15,21.0,1007.0,62.16,0,a2,b5,c2,d1,SE,i0,168.0
-9,8.0,1027.0,4.02,0,a4,b2,c8,d12,cv,i0,145.0
18,21.0,1011.0,3.13,0,a1,b8,c1,d7,cv,i0,83.0
16,17.0,1012.0,6.25,0,a2,b5,c1,d1,SE,i0,144.0
-10,-6.0,1026.0,0.89,0,a3,b0,c17,d22,NW,i0,573.0
-1,12.0,1021.0,0.89,0,a2,b9,c9,d4,cv,i0,7.0
-22,-10.0,1036.0,12.96,0,a1,b0,c16,d2,NW,i0,128.0
2,5.0,1026.0,1.79,0,a3,b9,c17,d6,cv,i0,244.0
-20,-3.0,1022.0,12.07,0,a1,b0,c11,d17,SE,i0,45.0
18,26.0,1016.0,24.59,0,a0,b7,c25,d9,NW,i0,57.0
7,10.0,1026.0,1.79,0,a0,b9,c18,d15,SE,i0,87.0
-4,13.0,1010.0,49.18,0,a0,b3,c2,d20,SE,i0,131.0
-4,5.0,1022.0,27.72,0,a1,b10,c25,d11,NW,i0,223.0
-7,9.0,1012.0,0.89,0,a0,b3,c28,d3,cv,i0,18.0
-4,-1.0,1012.0,3.13,0,a2,b2,c4,d22,NW,i0,180.0
15,27.0,1009.0,3.13,0,a1,b5,c23,d15,NW,i0,23.0
-5,-1.0,1027.0,5.37,0,a4,b0,c5,d8,SE,i0,126.0
3,14.0,1013.0,1.79,0,a1,b3,c26,d8,SE,i0,29.0
-23,-1.0,1028.0,46.04,0,a4,b11,c2,d11,NW,i0,11.0
-6,-5.0,1023.0,1.79,0,a3,b1,c12,d23,NW,i0,384.0
8,18.0,1012.0,87.17,0,a0,b9,c1,d17,NW,i0,5.0
14,14.0,1022.0,1.79,0,a1,b8,c9,d21,NE,i0,31.0
16,27.0,1016.0,1.79,0,a3,b8,c2,d13,SE,i0,89.0
3,4.0,1020.0,0.89,0,a2,b10,c1,d3,cv,i0,124.0
-14,-8.0,1033.0,0.89,0,a4,b0,c14,d1,NW,i0,122.0
-12,1.0,1022.0,2.67,0,a0,b3,c2,d3,cv,i0,53.0
10,25.0,1006.0,55.0,0,a0,b8,c9,d19,NW,i0,66.0
11,20.0,1009.0,1.78,0,a3,b9,c8,d15,cv,i0,176.0
-16,0.0,1035.0,2.68,0,a3,b11,c19,d19,NW,i0,50.0
-1,0.0,1023.0,0.89,0,a1,b11,c1,d21,SE,i0,494.0
7,9.0,1016.0,0.89,0,a2,b9,c3,d5,cv,i0,11.0
-28,1.0,1032.0,124.26,0,a3,b10,c9,d6,NW,i0,6.0
-17,-5.0,1022.0,3.58,0,a3,b11,c10,d6,SE,i0,9.0
0,15.0,1011.0,0.89,0,a2,b3,c6,d20,cv,i0,124.0
0,0.0,1032.0,0.45,0,a1,b11,c6,d6,cv,i4,265.0
-9,6.0,1013.0,8.05,0,a0,b0,c26,d13,NW,i0,90.0
17,33.0,1001.0,3.13,0,a3,b7,c8,d12,cv,i0,32.0
-6,27.0,1005.0,52.3,0,a4,b4,c6,d15,NW,i0,111.0
-4,15.0,1015.0,22.35,0,a4,b4,c4,d20,SE,i0,38.0
-6,22.0,1004.0,4.02,0,a3,b4,c19,d8,SE,i0,57.0
-14,-5.0,1034.0,0.89,0,a3,b11,c15,d0,cv,i0,271.0
22,27.0,1006.0,1.79,0,a4,b7,c22,d22,SE,i0,171.0
-16,2.0,1028.0,59.01,0,a4,b11,c6,d19,NW,i0,11.0
13,23.0,1006.0,0.89,0,a0,b5,c20,d7,cv,i0,52.0
20,22.0,1010.0,1.79,0,a2,b5,c25,d6,SE,i0,127.0
-18,-11.0,1033.0,9.83,0,a0,b1,c15,d8,NW,i0,26.0
-17,-4.0,1023.0,105.04,0,a1,b1,c0,d6,NW,i0,34.0
-18,2.0,1036.0,0.89,0,a3,b0,c16,d14,cv,i0,37.0
-8,11.0,1030.0,6.71,0,a1,b3,c1,d12,cv,i0,158.0
10,11.0,1015.0,0.89,10,a4,b9,c0,d22,cv,i0,82.0
5,20.0,1007.0,62.11,0,a1,b4,c18,d0,NW,i0,7.0
0,5.0,1021.0,3.13,0,a1,b10,c21,d10,SE,i0,198.0
-13,11.0,1025.0,3.13,0,a4,b10,c21,d15,SE,i0,26.0
10,29.0,1012.0,40.24,0,a0,b4,c25,d16,SE,i0,63.0
12,18.0,1006.0,70.18,0,a2,b3,c17,d2,SE,i0,121.0
3,11.0,1023.0,1.79,0,a1,b9,c25,d15,SE,i0,110.0
-11,-3.0,1012.0,1.79,0,a0,b11,c17,d19,NE,i0,315.0
-2,4.0,1023.0,23.24,0,a2,b2,c18,d19,SE,i0,100.0
6,20.0,1009.0,6.26,0,a0,b3,c17,d16,SE,i0,255.0
-22,-5.0,1038.0,4.02,0,a1,b0,c15,d11,NW,i0,25.0
7,9.0,1025.0,4.92,0,a1,b8,c18,d2,NW,i0,64.0
-23,-2.0,1035.0,4.02,0,a0,b1,c10,d14,NE,i0,18.0
-26,-10.0,1046.0,4.02,0,a3,b0,c2,d9,NE,i0,22.0
3,14.0,1012.0,6.71,0,a1,b9,c13,d7,NW,i0,6.0
9,10.0,1021.0,8.94,0,a4,b3,c26,d6,NW,i0,58.0
11,28.0,1005.0,1.79,0,a4,b5,c8,d12,NW,i0,32.0
-9,20.0,1004.0,105.05,0,a3,b4,c18,d22,NW,i0,22.0
6,24.0,1014.0,8.94,0,a2,b9,c0,d17,SE,i0,51.0
5,20.0,1016.0,1.78,0,a3,b9,c11,d17,cv,i0,84.0
10,21.0,1013.0,3.13,2,a0,b4,c13,d17,NW,i0,158.0
-12,13.0,1015.0,19.67,0,a3,b10,c14,d18,SE,i0,80.0
20,23.0,1001.0,1.78,0,a3,b7,c3,d5,cv,i0,100.0
6,15.0,1015.0,94.34,0,a0,b3,c24,d2,SE,i0,96.0
13,19.0,1011.0,3.56,0,a0,b9,c8,d12,cv,i0,323.0
6,12.0,1025.0,3.58,0,a0,b9,c11,d9,NW,i0,32.0
-14,2.0,1030.0,2.67,0,a2,b0,c8,d13,cv,i0,85.0
-17,-1.0,1027.0,40.24,0,a1,b0,c21,d17,NW,i0,45.0
-11,18.0,1013.0,41.57,0,a2,b3,c3,d10,NW,i0,22.0
-18,2.0,1026.0,3.58,0,a3,b1,c19,d18,SE,i0,42.0
-14,13.0,1016.0,27.72,0,a2,b3,c7,d6,NW,i0,42.0
5,12.0,1023.0,0.89,0,a4,b3,c18,d1,cv,i0,84.0
7,14.0,1007.0,1.78,0,a1,b3,c13,d5,cv,i0,162.0
18,23.0,1008.0,4.02,0,a2,b8,c1,d14,NE,i0,14.0
-22,-8.0,1040.0,200.72,0,a1,b11,c15,d6,NW,i0,7.0
-13,5.0,1021.0,4.92,0,a2,b2,c30,d7,NE,i0,11.0
-20,-3.0,1035.0,81.81,0,a1,b0,c13,d11,NW,i0,21.0
-13,11.0,1025.0,39.34,0,a0,b10,c7,d14,NW,i0,6.0
20,26.0,1004.0,4.92,0,a2,b6,c12,d8,NW,i0,22.0
8,22.0,1006.0,175.7,0,a1,b5,c0,d3,NW,i0,16.0
1,18.0,1018.0,2.67,0,a3,b4,c0,d9,cv,i0,33.0
-1,0.0,1018.0,0.89,0,a0,b2,c13,d18,NE,i0,112.0
14,17.0,1019.0,3.12,0,a3,b8,c29,d0,cv,i0,210.0
18,23.0,1006.0,0.89,0,a4,b5,c23,d7,cv,i0,63.0
-15,-7.0,1017.0,4.92,0,a3,b11,c11,d4,NW,i0,48.0
-15,6.0,1008.0,28.61,0,a0,b11,c26,d14,NW,i0,47.0
-14,-6.0,1023.0,0.89,0,a2,b11,c3,d3,cv,i0,59.0
6,17.0,1004.0,7.16,0,a3,b4,c12,d7,NW,i0,96.0
-21,-2.0,1033.0,3.58,0,a4,b1,c9,d14,SE,i0,20.0
-4,0.0,1023.0,0.89,0,a3,b2,c14,d2,NE,i0,205.0
17,19.0,1011.0,1.78,0,a4,b5,c9,d23,cv,i0,94.0
11,23.0,1008.0,9.83,0,a2,b4,c11,d16,SE,i0,29.0
13,26.0,1013.0,4.02,0,a0,b4,c14,d12,cv,i0,181.0
-7,5.0,1029.0,1.34,0,a4,b10,c14,d10,cv,i0,59.0
-7,-2.0,1020.0,43.35,0,a1,b1,c23,d7,NW,i0,136.0
20,27.0,1010.0,16.99,0,a1,b7,c23,d18,SE,i0,94.0
3,15.0,1010.0,0.89,0,a4,b3,c1,d0,cv,i0,95.0
19,23.0,998.0,5.81,0,a3,b5,c26,d5,NW,i0,58.0
-28,2.0,1030.0,21.01,0,a4,b2,c5,d1,NW,i0,11.0
-29,-3.0,1028.0,302.62,0,a3,b10,c26,d21,NW,i0,9.0
20,22.0,1006.0,0.89,0,a0,b5,c19,d1,NE,i0,202.0
-3,10.0,1020.0,361.66,0,a2,b10,c4,d11,NW,i0,24.0
-6,17.0,1027.0,1.79,0,a3,b10,c3,d13,SE,i0,38.0
25,32.0,1004.0,8.05,0,a2,b6,c19,d13,SE,i0,259.0
-10,8.0,1010.0,84.95,0,a0,b2,c19,d12,NW,i0,156.0
-4,4.0,1020.0,3.56,0,a3,b10,c22,d22,cv,i0,256.0
-15,-2.0,1036.0,41.13,0,a4,b1,c16,d22,SE,i0,59.0
-16,-12.0,1029.0,1.79,0,a4,b1,c10,d5,NW,i0,111.0
5,8.0,1018.0,0.89,0,a3,b9,c2,d5,cv,i0,43.0
-10,3.0,1019.0,0.89,0,a3,b2,c2,d22,cv,i0,73.0
20,24.0,1011.0,2.68,0,a0,b7,c30,d19,NE,i0,85.0
17,31.0,1005.0,12.97,0,a4,b4,c30,d19,SE,i0,137.0
8,8.0,1021.0,1.79,0,a1,b9,c20,d7,NW,i0,227.0
14,21.0,1014.0,13.86,0,a4,b7,c25,d7,NW,i0,15.0
18,23.0,1010.0,8.05,0,a4,b5,c21,d8,NW,i0,38.0
-13,8.0,1012.0,16.1,0,a0,b0,c26,d14,NW,i0,55.0
17,32.0,1002.0,6.71,0,a3,b7,c2,d14,SE,i0,28.0
-17,6.0,1025.0,17.88,0,a4,b10,c26,d11,NE,i0,16.0
-12,-9.0,1027.0,1.79,0,a3,b1,c19,d6,NE,i0,104.0
9,26.0,1013.0,19.21,0,a1,b8,c22,d16,SE,i0,104.0
