laufkont,laufzeit,moral,verw,hoehe,sparkont,beszeit,rate,famges,buerge,wohnzeit,verm,alter,weitkred,wohn,bishkred,beruf,pers,telef,gastarb,kredit
a0,24,c3,d0,4870,f0,g2,h2,i2,j0,k3,l3,53,n2,o2,p1,q2,r0,s0,t1,u0
a0,12,c4,d0,691,f0,g4,h3,i2,j0,k2,l1,35,n2,o1,p1,q2,r1,s0,t1,u0
a0,42,c3,d3,4370,f0,g3,h2,i2,j0,k1,l1,26,n0,o1,p1,q2,r0,s1,t1,u0
a0,36,c1,d2,2746,f0,g4,h3,i2,j0,k3,l2,31,n0,o1,p0,q2,r1,s0,t1,u0
a0,24,c0,d2,4110,f0,g4,h2,i2,j0,k3,l3,23,n0,o0,p1,q2,r0,s0,t1,u0
a0,18,c2,d2,2462,f0,g2,h1,i2,j0,k1,l2,22,n2,o1,p0,q2,r1,s0,t1,u0
a0,12,c2,d2,1282,f0,g2,h1,i1,j0,k3,l2,20,n2,o0,p0,q2,r1,s0,t1,u0
a1,12,c0,d2,2969,f0,g1,h3,i1,j0,k2,l1,25,n2,o0,p1,q2,r1,s0,t1,u0
a0,48,c0,d1,4605,f0,g4,h2,i2,j0,k3,l3,24,n2,o2,p1,q2,r0,s0,t1,u0
a0,48,c4,d1,6331,f0,g4,h3,i2,j0,k3,l3,46,n2,o2,p1,q2,r1,s1,t1,u0
a0,24,c1,d2,3552,f0,g3,h2,i2,j0,k3,l2,27,n0,o1,p0,q2,r1,s0,t1,u0
a0,12,c1,d0,697,f0,g1,h3,i2,j0,k1,l2,46,n0,o1,p1,q2,r1,s1,t1,u0
a0,24,c2,d0,1442,f0,g3,h3,i1,j0,k3,l2,23,n2,o0,p1,q2,r1,s0,t1,u0
a0,27,c0,d8,5293,f0,g0,h1,i2,j0,k3,l1,50,n2,o1,p1,q2,r1,s1,t1,u0
a0,21,c3,d6,3414,f0,g1,h1,i2,j0,k0,l1,26,n1,o1,p1,q2,r1,s0,t1,u0
a0,18,c2,d2,2039,f0,g2,h0,i1,j0,k3,l0,20,n2,o0,p0,q2,r1,s0,t1,u0
a0,24,c1,d8,3161,f0,g2,h3,i2,j0,k1,l1,31,n0,o0,p0,q2,r1,s1,t1,u0
a0,12,c2,d7,902,f0,g3,h3,i3,j0,k3,l1,21,n2,o0,p0,q2,r1,s0,t1,u0
a0,48,c2,d1,10297,f0,g3,h3,i2,j0,k3,l3,39,n2,o2,p2,q2,r0,s1,t1,u0
a1,48,c0,d8,14421,f0,g2,h1,i2,j0,k1,l2,25,n1,o1,p0,q2,r1,s1,t1,u0
a1,18,c4,d0,1056,f0,g4,h2,i2,j2,k2,l0,30,n2,o1,p1,q2,r1,s0,t1,u0
a0,12,c2,d0,1274,f0,g1,h2,i1,j0,k0,l0,37,n0,o1,p0,q1,r1,s0,t1,u0
a1,12,c2,d0,1223,f0,g4,h0,i0,j0,k0,l0,46,n2,o0,p1,q2,r1,s0,t1,u0
a0,12,c2,d0,1372,f0,g3,h1,i0,j0,k2,l2,36,n2,o1,p0,q2,r1,s0,t1,u0
a0,16,c4,d0,2625,f0,g4,h1,i2,j2,k3,l1,43,n2,o0,p0,q2,r1,s1,t0,u0
a0,20,c4,d0,2235,f0,g2,h3,i3,j2,k1,l1,33,n0,o0,p1,q2,r1,s0,t0,u0
a1,9,c2,d2,959,f0,g2,h0,i1,j0,k1,l2,29,n0,o1,p0,q2,r1,s0,t1,u0
a1,18,c4,d0,884,f0,g4,h3,i2,j0,k3,l2,36,n2,o1,p0,q2,r0,s1,t1,u0
a1,24,c2,d0,1246,f0,g1,h3,i2,j0,k1,l0,23,n0,o1,p0,q1,r1,s0,t1,u0
a1,36,c3,d0,8086,f1,g4,h1,i2,j0,k3,l2,42,n1,o1,p3,q3,r1,s1,t1,u0
a3,48,c4,d0,10127,f2,g2,h1,i2,j0,k1,l3,44,n2,o2,p0,q2,r1,s0,t1,u0
a1,12,c2,d0,888,f0,g4,h3,i2,j0,k3,l2,41,n0,o1,p0,q1,r0,s0,t1,u0
a3,12,c2,d6,719,f0,g4,h3,i2,j0,k3,l2,41,n0,o1,p0,q1,r0,s0,t1,u0
a1,36,c2,d0,12389,f4,g2,h0,i2,j0,k3,l3,37,n0,o2,p0,q2,r1,s1,t1,u0
a0,12,c2,d3,709,f0,g4,h3,i2,j0,k3,l0,57,n2,o1,p0,q1,r1,s0,t1,u0
a1,15,c1,d0,6850,f1,g0,h0,i2,j0,k1,l1,34,n1,o1,p0,q3,r0,s1,t1,u0
a3,10,c2,d2,2210,f0,g2,h1,i2,j0,k1,l0,25,n2,o0,p0,q1,r1,s0,t1,u0
a3,30,c1,d1,7485,f4,g0,h3,i1,j0,k0,l0,53,n0,o1,p0,q3,r1,s1,t1,u0
a0,18,c1,d0,1442,f0,g3,h3,i2,j0,k3,l3,32,n0,o2,p1,q1,r0,s0,t1,u0
a3,12,c4,d3,797,f4,g4,h3,i1,j0,k2,l1,33,n2,o1,p0,q1,r0,s0,t1,u0
a1,45,c4,d3,4746,f0,g1,h3,i2,j0,k1,l1,24,n0,o1,p1,q1,r1,s0,t1,u0
a2,12,c4,d0,939,f2,g3,h3,i3,j0,k1,l0,28,n2,o1,p2,q2,r1,s1,t1,u0
a1,21,c2,d8,1188,f0,g4,h1,i1,j0,k3,l1,39,n2,o1,p0,q2,r0,s0,t1,u0
a3,48,c4,d1,11590,f1,g2,h1,i1,j0,k3,l2,24,n2,o0,p1,q1,r1,s0,t1,u0
a2,12,c1,d8,609,f0,g1,h3,i1,j0,k0,l0,26,n0,o1,p0,q0,r1,s0,t1,u0
a0,18,c4,d5,1190,f0,g0,h1,i1,j0,k3,l3,55,n2,o2,p2,q0,r0,s0,t1,u0
a1,21,c2,d8,2767,f1,g4,h3,i0,j0,k1,l2,61,n2,o0,p1,q1,r1,s0,t1,u0
a1,30,c2,d2,3441,f1,g2,h1,i1,j1,k3,l2,21,n0,o0,p0,q2,r1,s0,t1,u0
a1,30,c0,d8,4280,f1,g2,h3,i1,j0,k3,l2,26,n2,o0,p1,q1,r1,s0,t1,u0
a1,24,c2,d3,3092,f1,g1,h2,i3,j0,k1,l2,22,n2,o0,p0,q2,r1,s1,t1,u0
a3,18,c2,d0,6761,f4,g2,h1,i2,j0,k3,l2,68,n1,o0,p1,q2,r1,s0,t1,u0
a1,12,c2,d3,1331,f0,g1,h1,i2,j0,k0,l2,22,n2,o1,p0,q2,r1,s0,t1,u0
a1,54,c0,d8,15945,f0,g1,h2,i2,j0,k3,l3,58,n2,o0,p0,q2,r1,s1,t1,u0
a0,24,c2,d2,3234,f0,g1,h3,i1,j0,k3,l0,23,n2,o0,p0,q1,r1,s1,t1,u0
a1,15,c2,d3,802,f0,g4,h3,i2,j0,k2,l2,37,n2,o1,p0,q2,r0,s0,t1,u0
a1,48,c2,d2,9960,f0,g1,h0,i1,j0,k1,l2,26,n0,o1,p0,q2,r1,s1,t1,u0
a3,24,c3,d8,8648,f0,g1,h1,i2,j0,k1,l2,27,n0,o1,p1,q2,r1,s1,t1,u0
a0,18,c2,d3,1345,f0,g2,h3,i3,j0,k2,l0,26,n2,o1,p0,q2,r1,s0,t1,u0
a0,45,c2,d3,1845,f0,g2,h3,i2,j0,k3,l3,23,n2,o2,p0,q2,r1,s1,t1,u0
a0,21,c1,d0,1647,f4,g2,h3,i2,j0,k1,l1,40,n0,o1,p1,q1,r0,s0,t1,u0
a3,48,c2,d8,4844,f0,g0,h2,i2,j0,k1,l2,33,n2,o0,p0,q3,r1,s1,t1,u0
a1,27,c0,d8,8318,f0,g4,h1,i1,j0,k3,l3,42,n1,o2,p1,q3,r1,s1,t1,u0
a2,18,c2,d3,2100,f0,g2,h3,i2,j1,k1,l0,37,n2,o1,p0,q2,r1,s0,t1,u0
a0,45,c0,d8,11816,f0,g4,h1,i2,j0,k3,l2,29,n2,o0,p1,q2,r1,s0,t1,u0
a0,6,c2,d6,448,f0,g1,h3,i1,j0,k3,l1,23,n2,o1,p0,q2,r1,s0,t1,u0
a0,30,c2,d5,11998,f0,g1,h0,i0,j0,k0,l3,34,n0,o1,p0,q1,r1,s1,t1,u0
a1,48,c0,d9,18424,f0,g2,h0,i1,j0,k1,l1,32,n0,o1,p0,q3,r1,s1,t0,u0
a0,6,c2,d0,14896,f0,g4,h0,i2,j0,k3,l3,68,n0,o1,p0,q3,r1,s1,t1,u0
a1,12,c2,d2,2762,f4,g4,h0,i1,j0,k1,l1,25,n2,o1,p0,q2,r1,s1,t1,u0
a0,12,c2,d1,3386,f0,g4,h2,i2,j0,k3,l3,35,n2,o2,p0,q2,r1,s1,t1,u0
a1,24,c2,d3,2039,f0,g1,h0,i3,j0,k0,l1,22,n2,o1,p0,q2,r1,s1,t1,u0
a3,18,c3,d8,2169,f0,g2,h3,i3,j0,k1,l2,28,n2,o1,p0,q2,r1,s1,t1,u0
a1,48,c4,d2,5096,f0,g2,h1,i1,j0,k2,l2,30,n2,o1,p0,q3,r1,s1,t1,u0
a0,18,c2,d3,1882,f0,g2,h3,i1,j0,k3,l2,25,n0,o0,p1,q2,r1,s0,t1,u0
a0,48,c2,d3,6999,f0,g3,h0,i3,j2,k0,l0,34,n2,o1,p1,q2,r1,s1,t1,u0
a3,12,c4,d8,2292,f0,g0,h3,i2,j0,k1,l2,42,n1,o1,p1,q3,r1,s1,t1,u0
a0,14,c2,d0,8978,f0,g4,h0,i0,j0,k3,l1,45,n2,o1,p0,q3,r1,s1,t0,u0
a0,12,c2,d3,674,f1,g3,h3,i3,j0,k0,l1,20,n2,o1,p0,q2,r1,s0,t1,u0
a0,18,c2,d0,976,f0,g1,h0,i1,j0,k1,l2,23,n2,o1,p0,q1,r1,s0,t1,u0
a1,24,c2,d0,2718,f0,g2,h2,i1,j0,k3,l1,20,n2,o0,p0,q1,r1,s1,t1,u0
a0,18,c2,d6,750,f0,g0,h3,i1,j0,k0,l0,27,n2,o1,p0,q0,r1,s0,t1,u0
a1,24,c2,d1,12579,f0,g4,h3,i1,j0,k1,l3,44,n2,o2,p0,q3,r1,s1,t1,u0
a0,18,c2,d1,7511,f4,g4,h0,i2,j0,k3,l1,51,n2,o2,p0,q2,r0,s1,t1,u0
a0,18,c4,d0,3966,f0,g4,h0,i1,j0,k3,l0,33,n0,o0,p2,q2,r1,s1,t1,u0
a0,12,c0,d3,6199,f0,g2,h3,i2,j0,k1,l1,28,n2,o0,p1,q2,r1,s1,t1,u0
a0,24,c2,d3,1987,f0,g2,h1,i2,j0,k3,l0,21,n2,o0,p0,q1,r0,s0,t1,u0
a0,24,c2,d0,2303,f0,g4,h3,i2,j1,k0,l0,45,n2,o1,p0,q2,r1,s0,t1,u0
a3,21,c4,d0,12680,f4,g4,h3,i2,j0,k3,l3,30,n2,o2,p0,q3,r1,s1,t1,u0
a1,12,c2,d3,6468,f4,g0,h1,i2,j0,k0,l3,52,n2,o1,p0,q3,r1,s1,t1,u0
a0,30,c2,d2,6350,f4,g4,h3,i2,j0,k3,l1,31,n2,o1,p0,q2,r1,s0,t1,u0
