age,fnlwgt,educational-num,capital-gain,capital-loss,hours-per-week,workclass,education,marital-status,occupation,relationship,race,gender,native-country,income
19,455665,9,0,0,44,?,HS-grad,Never-married,?,Own-child,White,Male,United-States,<=50K
33,161035,7,0,0,49,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
21,221480,10,0,0,25,Private,Some-college,Never-married,Tech-support,Own-child,White,Female,Ecuador,<=50K
31,167319,13,0,0,40,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
24,152719,10,0,0,15,?,Some-college,Never-married,?,Own-child,Black,Female,Haiti,<=50K
24,200089,9,0,0,60,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,Mexico,>50K
41,112763,14,7430,0,36,Local-gov,Masters,Divorced,Prof-specialty,Unmarried,White,Female,United-States,>50K
38,190759,9,0,0,42,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
32,197325,9,0,0,40,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
50,98815,11,0,0,46,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,>50K
17,35603,7,0,0,16,?,11th,Never-married,?,Own-child,White,Female,United-States,<=50K
28,227778,11,0,0,40,Private,Assoc-voc,Never-married,Other-service,Other-relative,Black,Male,United-States,<=50K
40,102576,14,0,0,55,Self-emp-inc,Masters,Married-civ-spouse,Prof-specialty,Husband,Black,Male,Trinadad&Tobago,<=50K
19,247679,9,0,0,45,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,United-States,<=50K
48,143920,14,0,0,25,Private,Masters,Divorced,Prof-specialty,Not-in-family,White,Male,United-States,<=50K
47,160474,9,0,0,30,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,>50K
25,25249,10,0,0,40,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
45,156065,13,0,0,40,State-gov,Bachelors,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
34,188246,9,0,0,40,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,?,<=50K
25,441210,9,0,0,40,Private,HS-grad,Never-married,Prof-specialty,Own-child,White,Male,United-States,<=50K
57,139290,9,0,0,38,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Male,United-States,<=50K
63,60459,10,0,0,37,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
38,210866,9,0,0,44,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
67,159542,3,0,0,40,?,5th-6th,Widowed,?,Unmarried,Black,Female,United-States,<=50K
35,283122,10,0,0,45,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,<=50K
19,125591,7,0,0,40,Private,11th,Never-married,Other-service,Not-in-family,White,Female,United-States,<=50K
50,133963,13,0,0,40,Local-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,United-States,>50K
46,142210,9,0,0,25,Without-pay,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,United-States,<=50K
45,34446,9,0,0,50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
18,96244,10,0,0,45,?,Some-college,Never-married,?,Own-child,White,Male,United-States,<=50K
58,118303,9,0,0,35,Private,HS-grad,Widowed,Sales,Not-in-family,White,Female,United-States,>50K
23,103064,9,0,0,40,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,United-States,<=50K
27,58654,11,0,0,40,Private,Assoc-voc,Separated,Adm-clerical,Unmarried,White,Female,United-States,<=50K
61,224598,9,0,0,24,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,Black,Male,?,<=50K
36,408229,13,0,0,32,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
29,199903,9,0,0,20,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,United-States,<=50K
27,409815,10,0,0,50,Federal-gov,Some-college,Divorced,Adm-clerical,Other-relative,Black,Female,United-States,<=50K
62,407669,4,0,0,35,Local-gov,7th-8th,Widowed,Other-service,Not-in-family,Black,Female,United-States,<=50K
40,111483,14,0,0,50,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
44,151780,10,0,0,40,Private,Some-college,Widowed,Exec-managerial,Not-in-family,Black,Female,United-States,<=50K
23,140798,13,0,0,40,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
31,143392,10,0,0,35,Local-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
52,174452,10,0,0,40,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,United-States,<=50K
18,137532,10,0,0,20,Private,Some-college,Never-married,Sales,Own-child,White,Female,United-States,<=50K
27,269444,9,0,0,40,Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,White,Male,United-States,<=50K
28,190525,14,0,0,50,State-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,<=50K
36,219546,10,0,0,60,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
41,130126,15,0,0,80,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
31,150324,7,0,0,50,Private,11th,Divorced,Farming-fishing,Not-in-family,White,Male,United-States,<=50K
47,250745,9,0,0,32,Local-gov,HS-grad,Divorced,Other-service,Own-child,White,Female,United-States,<=50K
41,216461,10,0,0,40,Private,Some-college,Divorced,Adm-clerical,Own-child,Black,Female,United-States,<=50K
25,104097,14,0,0,40,State-gov,Masters,Never-married,Exec-managerial,Not-in-family,White,Male,United-States,<=50K
41,201363,9,0,0,38,State-gov,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,>50K
48,130561,10,0,0,24,State-gov,Some-college,Never-married,Prof-specialty,Not-in-family,Black,Female,United-States,<=50K
35,36270,9,0,0,60,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,United-States,<=50K
25,116915,10,0,0,40,Private,Some-college,Never-married,Craft-repair,Other-relative,White,Male,United-States,<=50K
19,52372,10,0,0,20,Private,Some-college,Never-married,Other-service,Own-child,White,Male,United-States,<=50K
50,42402,15,0,2415,30,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
39,106297,9,0,0,42,Local-gov,HS-grad,Divorced,Adm-clerical,Own-child,White,Male,United-States,<=50K
50,155574,14,7298,0,50,Self-emp-inc,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
40,309311,9,0,0,40,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
22,325179,10,0,0,50,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Male,United-States,<=50K
32,207668,9,0,0,50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
55,173832,14,10520,0,40,Private,Masters,Divorced,Sales,Not-in-family,White,Male,United-States,>50K
69,29980,4,1848,0,10,Self-emp-not-inc,7th-8th,Never-married,Farming-fishing,Other-relative,White,Male,United-States,<=50K
34,157024,6,0,0,20,Private,10th,Never-married,Other-service,Unmarried,Black,Female,United-States,<=50K
45,111706,2,0,0,40,Private,1st-4th,Never-married,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Female,Vietnam,<=50K
24,311311,13,0,0,65,Private,Bachelors,Never-married,Machine-op-inspct,Not-in-family,White,Male,United-States,<=50K
44,185602,11,0,0,40,Private,Assoc-voc,Divorced,Exec-managerial,Unmarried,White,Female,United-States,<=50K
44,136986,14,15024,0,35,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
35,350169,9,0,0,38,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Female,Japan,<=50K
21,57711,9,0,0,30,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,United-States,<=50K
27,112754,13,0,1485,60,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
47,164113,10,7688,0,40,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Black,Male,United-States,>50K
21,91189,10,0,0,60,Private,Some-college,Never-married,Sales,Unmarried,White,Male,United-States,<=50K
31,265807,11,3137,0,50,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
57,172291,9,0,0,40,Private,HS-grad,Divorced,Adm-clerical,Other-relative,Black,Female,United-States,<=50K
18,151552,7,0,0,15,?,11th,Never-married,?,Other-relative,White,Female,United-States,<=50K
38,181661,12,0,0,56,Private,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,>50K
20,368852,10,0,0,20,Private,Some-college,Never-married,Other-service,Own-child,White,Female,United-States,<=50K
44,83237,13,0,0,55,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
29,234447,10,0,0,40,Private,Some-college,Divorced,Adm-clerical,Not-in-family,Black,Female,United-States,<=50K
21,304949,10,0,0,10,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Female,United-States,<=50K
38,81965,11,0,0,40,Private,Assoc-voc,Never-married,Tech-support,Not-in-family,White,Female,United-States,<=50K
35,126675,9,0,0,48,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
47,204698,14,0,0,40,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
29,103432,9,0,0,50,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,United-States,<=50K
40,168071,13,0,0,45,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
53,25820,11,0,0,48,Local-gov,Assoc-voc,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,United-States,<=50K
62,192515,9,0,0,40,Private,HS-grad,Widowed,Farming-fishing,Unmarried,White,Female,United-States,<=50K
54,185407,13,0,0,60,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
38,233571,9,0,0,40,Self-emp-not-inc,HS-grad,Separated,Other-service,Unmarried,White,Female,United-States,<=50K
28,147560,10,0,1902,55,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
44,248249,4,0,0,50,Private,7th-8th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,<=50K
80,29020,15,10605,0,10,?,Prof-school,Married-civ-spouse,?,Husband,White,Male,United-States,>50K
38,234298,13,6849,0,60,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,United-States,<=50K
45,167617,10,0,0,40,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,United-States,<=50K
49,133917,11,0,0,40,Private,Assoc-voc,Never-married,Sales,Other-relative,Black,Male,?,<=50K
21,285457,10,0,0,50,Private,Some-college,Never-married,Transport-moving,Own-child,White,Male,United-States,<=50K
19,425447,9,0,0,40,?,HS-grad,Never-married,?,Unmarried,Black,Female,United-States,<=50K
37,100316,13,0,0,50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
25,90291,13,0,0,40,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,United-States,<=50K
55,209535,9,0,0,40,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,United-States,<=50K
20,239577,10,0,0,40,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,<=50K
28,36601,10,0,0,35,Private,Some-college,Never-married,Other-service,Unmarried,White,Female,United-States,<=50K
31,399052,5,0,0,42,Private,9th,Married-civ-spouse,Farming-fishing,Wife,White,Female,United-States,<=50K
24,308673,9,0,0,30,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,<=50K
35,265954,9,0,0,40,Private,HS-grad,Separated,Other-service,Not-in-family,Black,Male,United-States,<=50K
35,188243,9,0,0,48,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Female,United-States,<=50K
20,73679,9,0,0,35,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Female,United-States,<=50K
42,31251,11,0,0,37,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
26,218993,13,0,0,30,Self-emp-not-inc,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,United-States,<=50K
20,274545,10,0,0,10,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,United-States,<=50K
42,178897,14,1151,0,40,State-gov,Masters,Divorced,Prof-specialty,Unmarried,White,Female,United-States,<=50K
34,117018,10,0,0,40,Local-gov,Some-college,Never-married,Protective-serv,Not-in-family,White,Female,United-States,<=50K
36,398931,13,0,1485,50,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
61,143800,6,0,0,50,Private,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,>50K
40,192344,13,0,0,40,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,>50K
22,235853,5,0,0,40,Private,9th,Never-married,Sales,Not-in-family,White,Male,United-States,<=50K
44,254134,12,0,0,40,Local-gov,Assoc-acdm,Divorced,Tech-support,Not-in-family,Black,Male,United-States,<=50K
44,346081,9,0,0,40,Private,HS-grad,Divorced,Prof-specialty,Not-in-family,White,Male,United-States,>50K
17,146268,6,0,0,10,Private,10th,Never-married,Other-service,Own-child,White,Female,United-States,<=50K
35,474136,9,0,1408,40,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,United-States,<=50K
36,327435,14,0,0,40,Federal-gov,Masters,Divorced,Tech-support,Not-in-family,White,Female,United-States,>50K
46,80057,9,0,0,40,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,Germany,>50K
34,90409,10,0,0,40,Private,Some-college,Never-married,Other-service,Own-child,White,Male,United-States,<=50K
66,149422,4,0,0,4,?,7th-8th,Never-married,?,Not-in-family,White,Male,United-States,<=50K
20,138994,9,0,0,40,Private,HS-grad,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,Vietnam,<=50K
59,132559,16,0,1977,55,Self-emp-inc,Doctorate,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
25,111675,10,0,0,43,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
25,192302,13,0,0,60,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,<=50K
32,318647,9,0,0,36,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,<=50K
39,114605,9,0,0,40,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
40,388725,10,0,0,40,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,United-States,<=50K
23,164901,10,0,0,20,Private,Some-college,Never-married,Exec-managerial,Own-child,White,Male,United-States,<=50K
38,257942,9,0,0,60,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,United-States,<=50K
46,149949,4,0,0,40,Private,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
33,119176,10,0,0,40,Private,Some-college,Widowed,Adm-clerical,Unmarried,White,Female,United-States,<=50K
42,319016,9,2885,0,45,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
46,170850,13,0,1590,40,Private,Bachelors,Divorced,Machine-op-inspct,Not-in-family,White,Male,?,<=50K
34,191342,13,0,0,38,Federal-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,United-States,<=50K
21,313873,3,0,0,40,Private,5th-6th,Never-married,Handlers-cleaners,Not-in-family,White,Male,Mexico,<=50K
49,104542,9,0,0,40,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
50,46401,10,0,0,40,State-gov,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,United-States,<=50K
38,176335,10,0,0,40,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
31,158291,9,0,0,40,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,<=50K
27,173178,10,0,0,36,?,Some-college,Never-married,?,Not-in-family,Black,Male,United-States,<=50K
24,333505,9,0,0,40,Private,HS-grad,Married-spouse-absent,Transport-moving,Own-child,White,Male,Peru,<=50K
33,103435,15,7688,0,50,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
76,106430,5,0,0,40,Self-emp-not-inc,9th,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
54,299324,3,0,0,40,Private,5th-6th,Married-spouse-absent,Machine-op-inspct,Unmarried,White,Male,Mexico,<=50K
66,104576,13,0,0,8,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
46,326048,10,0,0,40,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
38,165579,9,0,0,45,Private,HS-grad,Divorced,Tech-support,Not-in-family,White,Male,United-States,<=50K
42,27444,10,0,0,40,Private,Some-college,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,United-States,>50K
62,128230,14,0,0,48,?,Masters,Married-civ-spouse,?,Husband,White,Male,United-States,>50K
19,187161,10,0,0,25,Private,Some-college,Never-married,Sales,Own-child,White,Female,United-States,<=50K
29,335015,9,0,0,48,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
30,170772,9,0,0,40,Local-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,United-States,<=50K
66,439777,6,0,0,25,Self-emp-not-inc,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
18,60981,7,0,0,4,Self-emp-not-inc,11th,Never-married,Other-service,Own-child,White,Female,United-States,<=50K
37,175390,9,0,0,40,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,Black,Female,United-States,<=50K
33,34975,10,0,0,45,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
38,313914,13,0,0,45,Private,Bachelors,Separated,Farming-fishing,Unmarried,White,Female,United-States,<=50K
29,32897,9,0,0,25,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,United-States,<=50K
50,237356,10,7298,0,40,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,>50K
50,176157,14,0,0,50,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
25,222089,9,0,0,40,Private,HS-grad,Never-married,Other-service,Unmarried,Black,Female,Thailand,<=50K
33,252168,9,0,0,40,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,United-States,<=50K
62,217434,13,0,0,40,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
40,109217,7,0,0,45,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,Mexico,<=50K
